"No.","Time","Source","Destination","Protocol","Length","Info"
"66","0.404168588","127.0.0.1","127.0.0.1","CoAP","67","CON, MID:62422, PUT, TKN:12 a7 e7 28 fd 99 0c a5, /hello_post"
"69","0.406355400","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:26798, DELETE, TKN:4f 80 0c 96 66 39 43 cd, /5"
"511","6.203682221","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:27951, DELETE, TKN:53 5b 38 4c f9 91 30 ac, /4"
"3709","26.313406784","10.0.2.15","134.102.218.18","CoAP","69","CON, MID:33247, POST, TKN:2c b6 43 60 bc 47 68 1c, /large-create"
"4342","39.260084625","10.0.2.15","134.102.218.18","CoAP","63","CON, MID:26427, DELETE, TKN:74 04 23 28 32 00 e9 73, /broken"
"4470","43.269910455","127.0.0.1","127.0.0.1","CoAP","66","CON, MID:48566, DELETE, TKN:69 17 13 95 08 57 cb de, /main_door"
"4473","43.297982048","10.0.2.15","134.102.218.18","CoAP","65","CON, MID:20240, DELETE, TKN:a1 71 73 e0 f1 89 b1 af, /separate"
"4566","48.283437012","10.0.2.15","134.102.218.18","CoAP","61","CON, MID:47966, PUT, TKN:3b f2 2b 42 c1 e5 a1 91, /sink"
"4608","50.326555756","10.0.2.15","134.102.218.18","CoAP","61","CON, MID:7018, POST, TKN:1e 6d 72 c3 88 f0 94 fd, /sink"
"4632","52.342998261","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:10541, GET, TKN:c6 f7 42 35 d5 99 8a 9a, /3"
"4638","52.387558740","10.0.2.15","134.102.218.18","CoAP","60","CON, MID:10542, GET, TKN:c6 f7 42 35 d5 99 8a 9a, Block #1, /3"
"4747","59.358597286","10.0.2.15","134.102.218.18","CoAP","61","CON, MID:51725, PUT, TKN:d4 05 67 28 cc e3 e4 b9, /seg1"
"4764","61.294061991","10.0.2.15","134.102.218.18","CoAP","66","CON, MID:41043, DELETE, TKN:e2 92 16 2f 7c 5d 8f 41, /location1"
"4779","62.405142503","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:42177, GET, TKN:1f 87 7c 78 77 86 98 e3, /weird44"
"5011","77.344988304","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:49581, POST, TKN:9c 60 12 5e 68 51 6d f2, /living_room"
"5013","77.366529058","127.0.0.1","127.0.0.1","CoAP","66","CON, MID:19648, GET, TKN:0f 59 12 cf e7 e6 b0 46, /main_door"
"5021","78.270240715","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:38250, GET, TKN:56 19 4c 7d cd c6 7a 21, /living_room"
"5025","78.359133093","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:13637, DELETE, TKN:d9 d8 a0 16 48 f7 b4 ed, /weird55"
"5090","81.281220932","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:63856, PUT, TKN:3f 05 e8 56 42 71 f5 d1, /weird55"
"5254","87.287750650","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:3536, DELETE, TKN:68 17 f1 a7 50 7c de d0, /dining_room"
"5436","93.316204649","10.0.2.15","134.102.218.18","CoAP","72","CON, MID:53278, DELETE, TKN:53 24 6a 8d b7 d5 3f ab, /location-query"
"5534","100.290593651","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:54140, GET, TKN:95 b2 73 fe 7d f4 93 70, /4"
"5757","111.311572009","127.0.0.1","127.0.0.1","CoAP","67","CON, MID:2587, GET, TKN:00 6b f5 fd 4c 9a 9a c3, /hello_post"
"5965","120.323090866","127.0.0.1","127.0.0.1","CoAP","61","CON, MID:38111, DELETE, TKN:70 71 fc 77 cf 95 58 85, /test"
"5970","120.454709683","127.0.0.1","127.0.0.1","CoAP","62","CON, MID:30549, PUT, TKN:58 52 18 be bb fb 0e 63, /basic"
"6292","132.431648144","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:42606, PUT, TKN:10 3c ee 30 eb b6 62 b6, /living_room"
"6294","132.460977540","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:63754, DELETE, TKN:63 b8 24 1f 9f 8f 26 ff, /dining_room"
"6615","149.443262745","10.0.2.15","134.102.218.18","CoAP","61","CON, MID:2875, DELETE, TKN:be 01 eb d7 a1 54 a6 c3, /seg1"
"6640","150.437961631","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:17886, PUT, TKN:72 a5 b8 40 c7 f4 08 45"
"6644","151.458077749","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:51870, GET, TKN:9c bb 4c d5 72 5a a8 b7, /living_room"
"6725","156.432747756","127.0.0.1","127.0.0.1","CoAP","73","CON, MID:7773, PUT, TKN:9b e6 70 9d 82 05 8e fc, /dining_room/door"
"6796","159.477821926","10.0.2.15","134.102.218.18","CoAP","65","CON, MID:55094, POST, TKN:c5 83 a2 a2 2f 89 e7 ca, /validate"
"6858","164.448912044","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:32626, DELETE, TKN:00 26 35 65 0c ac c3 28, /weird33"
"6997","179.591638314","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:736, PUT, TKN:59 f2 74 1d 57 37 9b 54"
"7079","185.647128007","127.0.0.1","127.0.0.1","CoAP","61","CON, MID:12277, POST, TKN:0f b6 b2 63 2d 7a 36 dd, /test"
"7143","192.621220233","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:19646, POST, TKN:f3 55 4f 69 4e 1a 29 de, /weird44"
"7433","203.604133670","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:10950, POST, TKN:52 a4 18 62 9b 25 3c b7, /hello_world"
"7455","206.604237577","10.0.2.15","134.102.218.18","CoAP","61","CON, MID:55768, POST, TKN:be 8c a9 e5 66 e0 c4 3c, /seg1"
"7492","207.598165064","127.0.0.1","127.0.0.1","CoAP","61","CON, MID:25393, GET, TKN:3f 87 20 c7 86 39 78 1e, /test"
"7527","210.527134706","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:35570, POST, TKN:74 38 a0 df be 1e 2a ff, /dining_room"
"7633","216.561919074","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:44934, GET, TKN:1d ba f2 b5 33 a1 25 05, /3"
"7637","216.613529463","10.0.2.15","134.102.218.18","CoAP","60","CON, MID:44935, GET, TKN:1d ba f2 b5 33 a1 25 05, Block #1, /3"
"7714","221.718378719","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:23556, GET, TKN:cd 19 ee 82 79 f5 97 2e, /3"
"7723","221.764491356","10.0.2.15","134.102.218.18","CoAP","60","CON, MID:23557, GET, TKN:cd 19 ee 82 79 f5 97 2e, Block #1, /3"
"7773","225.622116744","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:28579, PUT, TKN:02 2e ed bc d0 65 74 e8, /weird44"
"7831","229.520847596","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:34791, GET, TKN:cf de e3 35 5c b7 31 c3"
"7835","229.647252867","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:17803, DELETE, TKN:b9 65 b6 eb 4d 60 68 17, /hello_world"
"7872","231.649351838","10.0.2.15","134.102.218.18","CoAP","62","CON, MID:33903, POST, TKN:6a 11 ad 38 7f 0f 87 61, /hello"
"7933","234.553901472","10.0.2.15","134.102.218.18","CoAP","69","CON, MID:60396, DELETE, TKN:fc ed b5 a5 aa de 31 f0, /large-create"
"7947","235.417644172","127.0.0.1","127.0.0.1","CoAP","62","CON, MID:63021, GET, TKN:37 c2 32 7d 83 9a 10 35, /basic"
"8019","241.497831602","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:15245, PUT, TKN:12 c3 a3 55 1f 02 e5 61, /weird44"
"8031","242.448818213","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:4191, DELETE, TKN:bc fd 1e 29 3c 60 f3 bd, /5"
"8105","249.587086809","10.0.2.15","134.102.218.18","CoAP","62","CON, MID:49271, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, /large"
"8113","249.635860053","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49272, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #1, /large"
"8122","249.680016675","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49273, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #2, /large"
"8129","249.724690005","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49274, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #3, /large"
"8140","249.771121019","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49275, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #4, /large"
"8146","249.815356562","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49276, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #5, /large"
"8156","249.860365805","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49277, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #6, /large"
"8163","249.903409359","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49278, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #7, /large"
"8172","249.947085420","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49279, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #8, /large"
"8179","249.990178055","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49280, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #9, /large"
"8188","250.035417729","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49281, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #10, /large"
"8195","250.079456638","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49282, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #11, /large"
"8201","250.123268259","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49283, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #12, /large"
"8209","250.167425808","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:49284, GET, TKN:d8 b3 4c 4c 45 1e 53 3f, Block #13, /large"
"8287","256.571556768","127.0.0.1","127.0.0.1","CoAP","66","CON, MID:29978, PUT, TKN:78 58 9c d0 0c c1 f6 73, /main_door"
