"No.","Time","Source","Destination","Protocol","Length","Info"
"10216","369.824285241","10.0.2.15","134.102.218.18","CoAP","65","NON, MID:63723, GET, TKN:b1 10 a1 2d 77 33 a0 bf, /separate"
"10231","371.701978343","127.0.0.1","127.0.0.1","CoAP","68","NON, MID:16366, GET, TKN:ba 1c 30 84 18 fa 0b 7e, /hello_world"
"10891","413.607070920","10.0.2.15","134.102.218.18","CoAP","62","NON, MID:26275, GET, TKN:83 58 18 88 2c 1d 92 40, /weird"
"10905","414.749496049","10.0.2.15","134.102.218.18","CoAP","64","NON, MID:40334, GET, TKN:3e f6 23 2c 11 df c2 3a, /weird44"
"11159","433.633657190","127.0.0.1","127.0.0.1","CoAP","67","NON, MID:44208, GET, TKN:76 8d d7 99 a0 05 54 22, /hello_post"
"11399","446.871041240","127.0.0.1","127.0.0.1","CoAP","68","NON, MID:20659, GET, TKN:13 9c 4d 97 9f 4f 2d d1, /hello_world"
"11607","462.637026519","10.0.2.15","134.102.218.18","CoAP","61","NON, MID:40873, GET, TKN:15 cd 1e 46 9f a1 a7 15, /sink"
"11890","476.664233716","127.0.0.1","127.0.0.1","CoAP","68","NON, MID:52072, GET, TKN:99 23 91 44 e6 04 9d a4, /dining_room"
"11981","485.826985653","10.0.2.15","134.102.218.18","CoAP","69","NON, MID:18743, GET, TKN:7b c5 81 28 84 cc 5b 15, /large-create"
"11995","486.818367941","127.0.0.1","127.0.0.1","CoAP","56","NON, MID:41155, GET, TKN:cd 96 eb 3e 60 09 4c 09"
"12654","534.733794896","10.0.2.15","134.102.218.18","CoAP","64","NON, MID:51115, GET, TKN:c1 15 4c 25 80 7b e6 ca, /weird33"
"12767","545.994341332","10.0.2.15","134.102.218.18","CoAP","64","NON, MID:57052, GET, TKN:5e d8 f0 40 d5 c7 bb e4, /weird44"
"12986","556.986476188","127.0.0.1","127.0.0.1","CoAP","66","NON, MID:50510, GET, TKN:0a 92 17 3a ca 8a ef 62, /main_door"
"13298","580.031349521","127.0.0.1","127.0.0.1","CoAP","80","NON, MID:64254, GET, TKN:2b cf 55 4e e0 61 45 4b, /dining_room/temperature"
"13539","598.793368935","10.0.2.15","134.102.218.18","CoAP","62","NON, MID:28818, GET, TKN:80 7e 0f 1b 43 5e 63 d9, /weird"
"13598","603.084577434","10.0.2.15","134.102.218.18","CoAP","63","NON, MID:31029, GET, TKN:ce 21 b4 b9 94 8e 15 2f, /secret"
"13812","620.051629560","127.0.0.1","127.0.0.1","CoAP","67","NON, MID:15552, GET, TKN:5d 74 5e 75 8c 1d 79 4e, /hello_post"
"13881","622.997501231","10.0.2.15","134.102.218.18","CoAP","61","NON, MID:42045, GET, TKN:09 9f 15 10 72 0b 32 27, /sink"
"13991","631.919377715","127.0.0.1","127.0.0.1","CoAP","80","NON, MID:60644, GET, TKN:eb 7f 5b b0 b2 80 82 f1, /living_room/temperature"
